SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
227,intrepid,"Warren wanted to prove he was [intrepid], so he went sky-diving.","Warren wanted to prove he was XXXXX, so he went sky-diving.",2836,NA,NA
228,intrepid,To reach your dreams sometimes you need to be [intrepid].,To reach your dreams sometimes you need to be XXXXX.,NA,NA,NA
229,intrepid,"To enter a burning house, a firefighter must be very [intrepid].","To enter a burning house, a firefighter must be very XXXXX.",NA,NA,NA
230,intrepid,"To be a lion tamer, you must be [intrepid], not timid and fearful.","To be a lion tamer, you must be XXXXX, not timid and fearful.",NA,NA,NA
231,intrepid,Ken was so [intrepid] that he stood up to the big bully.,Ken was so XXXXX that he stood up to the big bully.,2835,NA,NA
232,intrepid,"Even though he was scared, the soldier tried to appear [intrepid].","Even though he was scared, the soldier tried to appear XXXXX.",NA,NA,NA
233,intrepid,A journalist who risks everything to cover a war is considered [intrepid].,A journalist who risks everything to cover a war is considered XXXXX.,NA,NA,NA
234,intrepid,Policemen must be [intrepid] to fight crime every day.,Policemen must be XXXXX to fight crime every day.,2294,NA,NA
235,lithe,Karen expected some of her friends to be more [lithe] than they were.,Karen expected some of her friends to be more XXXXX than they were.,2417,NA,NA
236,lithe,Tina has become much more [lithe] over the summer.,Tina has become much more XXXXX over the summer.,2418,NA,NA
237,lithe,The ones that get chosen are the ones that are the most [lithe].,The ones that get chosen are the ones that are the most XXXXX.,NA,NA,NA
238,lithe,Amy was much more [lithe] last year than she is this year.,Amy was much more XXXXX last year than she is this year.,2420,NA,NA
239,lithe,We don't know how to determine which one is more [lithe].,We don't know how to determine which one is more XXXXX.,3200,NA,NA
240,lithe,I wasn't aware that Rachel was becoming more [lithe].,I wasn't aware that Rachel was becoming more XXXXX.,NA,NA,NA
241,lithe,Our coach makes us warm up to make us more [lithe].,Our coach makes us warm up to make us more XXXXX.,2412,NA,NA
242,lithe,The new kid was a teenager who was very [lithe] and motivated to win.,The new kid was a teenager who was very XXXXX and motivated to win.,NA,NA,NA
243,lithe,Annie won the contest because she was extremely [lithe].,Annie won the contest because she was extremely XXXXX.,2933,NA,NA
244,lithe,"He enjoyed watching the dancers, who were all very [lithe].","He enjoyed watching the dancers, who were all very XXXXX.",NA,NA,NA
245,lithe,"When I saw him next, he was no longer [lithe] and looked his age.","When I saw him next, he was no longer XXXXX and looked his age.",NA,NA,NA
246,lithe,The tall black stallion was [lithe] and looked ready for the race.,The tall black stallion was XXXXX and looked ready for the race.,NA,NA,NA
247,lithe,A gymnast needs to stretch often to become more [lithe].,A gymnast needs to stretch often to become more XXXXX.,2411,NA,NA
248,lithe,The athlete did the splits to prove that he was [lithe].,The athlete did the splits to prove that he was XXXXX.,2413,NA,NA
249,lithe,She can wrap her leg around her head because she is very [lithe].,She can wrap her leg around her head because she is very XXXXX.,NA,NA,NA
250,lithe,He cannot touch his toes because he is not very [lithe].,He cannot touch his toes because he is not very XXXXX.,NA,NA,NA
251,lithe,Mary can do a back-bend because she exercises to stay [lithe].,Mary can do a back-bend because she exercises to stay XXXXX.,NA,NA,NA
252,lithe,The dancer kept her body [lithe] and lean from daily stretching.,The dancer kept her body XXXXX and lean from daily stretching.,NA,NA,NA
253,nefarious,The girl in the corner had a [nefarious] look on her face.,The girl in the corner had a(n) XXXXX look on her face.,2324,NA,NA
254,nefarious,It is hard to believe that you have never met a [nefarious] person.,It is hard to believe that you have never met a(n) XXXXX person.,2325,NA,NA
255,nefarious,My friend gave me a [nefarious] look from across the street.,My friend gave me a(n) XXXXX look from across the street.,2326,NA,NA
256,nefarious,It's unusual to find so many people who are [nefarious].,It's unusual to find so many people who are XXXXX.,3193,NA,NA
257,nefarious,"I have never personally met her, though everyone describes her as [nefarious].","I have never personally met her, though everyone describes her as XXXXX.",NA,NA,NA
258,nefarious,That was the first time that I saw the picture of the [nefarious] man.,That was the first time that I saw the picture of the XXXXX man.,NA,NA,NA
259,nefarious,"In my dream he had horns on his head, so I thought he was [nefarious].","In my dream he had horns on his head, so I thought he was XXXXX.",2866,NA,NA
260,nefarious,"Susie was not well liked, and some people called her [nefarious].","Susie was not well liked, and some people called her XXXXX.",NA,NA,NA
261,nefarious,Sometimes people do [nefarious] things without meaning to hurt people.,Sometimes people do XXXXX things without meaning to hurt people.,2868,NA,NA
262,nefarious,Jake wrote a story about a [nefarious] monster who lived in his closet.,Jake wrote a story about a(n) XXXXX monster who lived in his closet.,2315,NA,NA
263,nefarious,The fire was started by a [nefarious] group of criminals.,The fire was started by a(n) XXXXX group of criminals.,NA,NA,NA
264,nefarious,Harry spent his life in prison because of his [nefarious] crimes.,Harry spent his life in prison because of his XXXXX crimes.,NA,NA,NA
265,nefarious,The robber spent a lot of time perfecting his [nefarious] plan.,The robber spent a lot of time perfecting his XXXXX plan.,NA,NA,NA
266,nefarious,Snow White had a stepmother who was jealous and [nefarious].,Snow White had a stepmother who was jealous and XXXXX.,NA,NA,NA
267,nefarious,"The villain wanted to rule the world, so he devised a [nefarious] plan.","The villain wanted to rule the world, so he devised a(n) XXXXX plan.",NA,NA,NA
268,nefarious,"In fairytales, heroes often dress in white, whereas [nefarious] characters dress in black.","In fairytales, heroes often dress in white, whereas XXXXX characters dress in black.",NA,NA,NA
269,nefarious,The witch threatened to eat the children because she was [nefarious].,The witch threatened to eat the children because she was XXXXX.,NA,NA,NA
270,nefarious,"Clowns are supposed to be cute and funny, not scary and [nefarious].","Clowns are supposed to be cute and funny, not scary and XXXXX.",NA,NA,NA
271,noisome,The boy sitting next to me on the bus was [noisome].,The boy sitting next to me on the bus was XXXXX.,2952,NA,NA
272,noisome,The new kid was one of the most [noisome] people I've ever met.,The new kid was one of the most XXXXX people I've ever met.,NA,NA,NA
273,noisome,We looked everywhere but we couldn't find the [noisome] one.,We looked everywhere but we couldn't find the XXXXX one.,NA,NA,NA
274,noisome,After we made the purchase we found out that one of them was [noisome].,After we made the purchase we found out that one of them was XXXXX.,NA,NA,NA
275,noisome,I tried to persuade Jim that it was no longer [noisome].,I tried to persuade Jim that it was no longer XXXXX.,3202,NA,NA
276,noisome,There are a few ways to tell whether or not it's [noisome].,There are a few ways to tell whether or not it's XXXXX.,3203,NA,NA
277,noisome,"When we opened the bag, the we caught a whiff of something [noisome].","When we opened the bag, the we caught a whiff of something XXXXX.",NA,NA,NA
278,noisome,"After practice, John's basketball uniform was thoroughly [noisome].","After practice, John's basketball uniform was thoroughly XXXXX.",NA,NA,NA
279,noisome,I didn't want to ride in Josh's car anymore because it was [noisome].,I didn't want to ride in Josh's car anymore because it was XXXXX.,NA,NA,NA
280,noisome,"When John got back, he detected something [noisome] in the air.","When John got back, he detected something XXXXX in the air.",NA,NA,NA
281,noisome,The blanket that is draped over the couch is old and [noisome].,The blanket that is draped over the couch is old and XXXXX.,NA,NA,NA
282,noisome,"Sarah thought her new perfume smelled great, but I thought it was [noisome].","Sarah thought her new perfume smelled great, but I thought it was XXXXX.",NA,NA,NA
283,noisome,Tina gave her dog a bath so that he smelled less [noisome].,Tina gave her dog a bath so that he smelled less XXXXX.,NA,NA,NA
284,noisome,She had to plug her nose because her brother's feet were so [noisome].,She had to plug her nose because her brother's feet were so XXXXX.,NA,NA,NA
285,noisome,We knew when to change the diaper because of the [noisome] smell.,We knew when to change the diaper because of the XXXXX smell.,NA,NA,NA
286,noisome,"After the sewer exploded, the street was filled with a [noisome] stench.","After the sewer exploded, the street was filled with a(n) XXXXX stench.",NA,NA,NA
287,noisome,We pinched our nose because the sewer was so [noisome].,We pinched our nose because the sewer was so XXXXX.,NA,NA,NA
288,noisome,When we opened the garbage lid the smell was so [noisome] I almost fainted.,When we opened the garbage lid the smell was so XXXXX I almost fainted.,NA,NA,NA
289,noxious,Our group talked for a long time about whether the activity was [noxious].,Our group talked for a long time about whether the activity was XXXXX.,2477,NA,NA
290,noxious,I think we were the only ones who heard the [noxious] remarks about the girl.,I think we were the only ones who heard the XXXXX remarks about the girl.,2479,NA,NA
291,noxious,We had no idea whether the material was [noxious] or not.,We had no idea whether the material was XXXXX or not.,2481,NA,NA
292,noxious,Sometimes you need some experience to tell if something is [noxious].,Sometimes you need some experience to tell if something is XXXXX.,NA,NA,NA
293,noxious,"Before we left, we looked around for anything that could be [noxious].","Before we left, we looked around for anything that could be XXXXX.",NA,NA,NA
294,noxious,We will have to wait and see whether Toby's idea is [noxious].,We will have to wait and see whether Toby's idea is XXXXX.,NA,NA,NA
295,noxious,The doctor decided that it would be best to remove the [noxious] tumor.,The doctor decided that it would be best to remove the XXXXX tumor.,NA,NA,NA
